,Unnamed: 0,Hestekræfter,Brændstoftype,Biltype,Gearkasse,Årgang,Kilometer,Model,Pris,Link,Sidst synet,Farve,Registreringsdato,Antal døre,Antal gear,Cylindre,Trækhjul,Max påhæng,Tank,Km/l,0 - 100 km/t,Tophastighed,Vægt,Lasteevne,Airbags,Grøn Ejerafgift,Nypris,Nummerplade,Make
18849,18849,147,Benzin,Sedan,Manuel,2011,156000,"Avensis 1,8 VVT-i TX",74900,/toyotaavensis18vvtitx/id838282,,Sølvmetal,13012011,4,6,4,Forhjul,1500,60,"15,2","9,4",200,1350,650,6,3140,344985,,Toyota
18850,18850,110,Diesel,Hatchback,Manuel,2015,79000,"A3 1,6 TDi 110 Ambition SB",169900,/audia316tdi110ambitionsb/id838275,,Sortmetal,01062015,5,6,4,Forhjul,1500,50,"26,3","10,7",200,1355,500,6,2180,329638,,Audi
18851,18851,421,Benzin,Hatchback,Automatisk,2020,12000,"A45 2,0 AMG S aut. 4-M+",7995,/mercedesa4520amgsaut4mplus/id877323,,Gul,24032020,5,8,4,4x4,1500,51,"13,1","3,9",270,1635,465,7,4860,961018,,Mercedes
18852,18852,421,Benzin,Hatchback,Automatisk,2020,12000,"A45 2,0 AMG S aut. 4-M+",974900,/mercedesa4520amgsaut4mplus/id850540,,Gul,24032020,5,8,4,4x4,1500,51,"13,1","3,9",270,1635,465,7,4860,961018,,Mercedes
18853,18853,272,Diesel,SUV,Automatisk,2018,66000,"Q7 3,0 TDi 272 quattro Tiptr. 7prs",749900,/audiq730tdi272quattrotiptr7prs/id838505,,Brunmetal,22092017,5,8,6,4x4,2700,75,"16,7","6,3",234,2070,1050,8,6380,,,Audi
18854,18854,292,Benzin,Sedan,Automatisk,2020,6000,"330e 2,0 Sport Line aut.",489900,/bmw330e20sportlineaut/id850700,,Hvidmetal,14102019,4,8,4,Baghjul,,,"34,1","5,9",230,1815,450,6,860,519221,,BMW
18855,18855,95,Benzin,MPV,Manuel,2012,28000,"C3 Picasso 1,4 VTi Attraction",76500,/citroenc3picasso14vtiattraction/id838346,,Sølvmetal,22022012,5,5,4,Forhjul,1100,50,"15,9","13,4",178,1176,566,6,2520,169990,,Citroën
18856,18856,86,Benzin,Hatchback,Manuel,2015,87000,"Fabia 1,2 TSi 86 Tour de France",78888,/skodafabia12tsi86tourdefrance/id838293,,Sortmetal,11082014,5,5,4,Forhjul,1000,45,"19,2","11,7",177,1041,530,6,1280,149900,,Skoda
18857,18857,109,Benzin,Hatchback,Manuel,2005,168000,"Lacetti 1,6 SX",14900,/chevroletlacetti16sx/id838202,,Lysgrøn,17102005,5,5,4,Forhjul,1200,60,"14,1","11,4",187,1225,425,4,3740,176291,,Chevrolet
18858,18858,143,Diesel,Stationcar,Manuel,2008,187000,"318d 2,0 Touring",99900,/bmw318d20touring/id838276,,Sølvmetal,20102008,5,6,4,Baghjul,1600,61,"20,8","9,6",210,1480,550,6,3880,553504,,BMW
18859,18859,204,Diesel,Stationcar,Automatisk,2020,18000,A6 TDi Sport Avant S-tr.,579900,/audia6tdisportavantstr/id838344,,Sortmetal,19022020,5,7,4,Forhjul,2000,73,"23,4","8,3",241,1685,645,6,3520,638535,,Audi
18860,18860,116,Diesel,Hatchback,Manuel,2014,149000,"308 1,6 e-HDi 116 Allure",104900,/peugeot30816ehdi116allure/id838289,,Sølvmetal,15012014,5,6,4,Forhjul,1400,53,27,"10,2",191,1135,645,6,2180,299989,,Peugeot
18861,18861,170,Diesel,Varevogn,Manuel,2018,58000,"Transit 350 L3 Van 2,0 TDCi 170 Trend H2 FWD",189999,/fordtransit350l3van20tdci170trendh2fwd/id838366,,Hvid,22032018,,6,4,Forhjul,2800,80,"14,3",,,2113,1387,1,8100,338659,,Ford
18862,18862,115,Diesel,Stationcar,Automatisk,2014,201000,"V70 1,6 D2 115 Kinetic aut.",137000,/volvov7016d2115kineticaut/id838336,,Sortmetal,30102013,5,6,4,Forhjul,1300,70,"23,8","13,2",180,1509,731,,3020,560902,,Volvo
18863,18863,69,Benzin,Hatchback,Manuel,2009,171000,"500 1,2 Lounge",39900,/fiat50012lounge/id838234,,,15092008,3,5,4,Forhjul,800,35,"19,6","12,9",160,840,465,7,1280,168491,,Fiat
18864,18864,125,Benzin,Hatchback,Manuel,2013,96000,"308 1,6 THP 125 Active",89900,/peugeot30816thp125active/id838354,,Sølvmetal,22102013,5,6,4,Forhjul,1400,53,"17,9","10,4",203,1140,630,6,1880,254990,,Peugeot
18865,18865,105,Benzin,Stationcar,Manuel,2013,193000,"Fabia 1,2 TSi 105 Fresh Combi",64572,/skodafabia12tsi105freshcombi/id838291,,Hvid,07052013,5,5,4,Forhjul,1000,45,"18,9","10,2",193,1075,530,6,1280,,,Skoda
18866,18866,68,Benzin,Hatchback,Manuel,2013,91000,"Spark 1,0 LA",39900,/chevroletspark10la/id838201,,Sort,11062013,5,5,4,Forhjul,,35,20,"15,3",152,864,503,6,660,74899,,Chevrolet
18867,18867,145,Diesel,Lastbil,Manuel,2020,0,"Trafic 2,0 T29 L2H1  DCI Tekno  Ladv./Chas. 6g",219800,/renaulttrafic20t29l2h1dciteknoladvchas6g/id838378,,,22102020,,6,,,,,,,,,,,,,FIKTIV,Renault
18868,18868,125,Diesel,Varevogn,Manuel,2016,74000,"Master III T33 2,3 dCi 125 L2H2 Kassevogn",117700,/renaultmasteriiit3323dci125l2h2kassevogn/id838228,,,25052016,,6,4,Forhjul,2500,100,"12,8",,161,1887,1413,1,9820,269265,,Renault
18869,18869,120,Diesel,Stationcar,Automatisk,2016,81000,"V70 2,0 D2 120 Summum aut.",269000,/volvov7020d2120summumaut/id838335,,Sort,14032016,5,6,4,Forhjul,1800,70,"22,2","12,6",190,1582,708,6,3880,590348,,Volvo
18870,18870,75,Diesel,MPV,Manuel,2011,189000,"Meriva 1,3 CDTi Enjoy",44900,/opelmeriva13cdtienjoy/id838356,,,15082012,5,5,4,Forhjul,1000,54,"20,4","16,9",160,1552,413,6,4680,251601,,Opel
18871,18871,150,Benzin,Hatchback,Automatisk,2018,56000,"Golf VII 1,5 TSi 150 Highline DSG",264900,/vwgolfvii15tsi150highlinedsg/id838328,,Sort,01102017,5,7,4,Forhjul,1500,50,20,"8,3",216,1202,608,7,660,303698,,VW
18872,18872,120,Diesel,MPV,Manuel,2018,74000,"C-MAX 1,5 TDCi 120 Fun",189900,/fordcmax15tdci120fun/id838324,,Koksmetal,02012018,5,6,4,Forhjul,1200,53,"24,4","11,3",184,1403,512,6,3520,248535,,Ford
18873,18873,100,Diesel,SUV,Manuel,2019,41000,"2008 1,5 BlueHDi 100 Exclusive Sky",179900,/peugeot200815bluehdi100exclusivesky/id851234,,Gråmetal,23042019,5,5,4,Forhjul,1260,45,"27,5","10,6",183,1334,376,6,3260,211009,,Peugeot
18874,18874,100,Benzin,Hatchback,Manuel,2017,35000,"Rio 1,0 T-GDi Comfort",119900,/kiario10tgdicomfort/id838311,,Sølvmetal,21092017,5,5,3,Forhjul,1000,45,"24,4","10,7",188,1042,558,6,660,159999,,Kia
18875,18875,190,Diesel,MPV,Automatisk,2017,173000,"Touran 2,0 TDi 190 R-line DSG 7prs",254900,/vwtouran20tdi190rlinedsg7prs/id838223,,Sortmetal,01022017,5,6,4,Forhjul,1800,58,"20,8","8,2",220,1515,775,7,3880,478298,,VW
18876,18876,340,Benzin,,,2016,57805,RS Q3 Audi RSQ3 RS Q3 2.5 TFSI - 340 hk quattro S tronic,3224,/audirsq3audirsq3rsq325tfsi340hkquattrostronic/id838167,,,,,7,5,,,,"11,9","4,8",250,2215,,,,,,Audi
18877,18877,177,Diesel,,,2016,42331,B220 CDI - 177 hk DCT,2494,/mercedesb220cdi177hkdct/id838165,,,,,7,4,Forhjul,,,"23,3","8,3",224,2025,,,,,,Mercedes
18878,18878,,Benzin,,Manuel,2014,110000,i20 Classic 85HK 5d,63800,/hyundaii20classic85hk5d/id838161,,sølv,,,,,,,,"20,4",,,,,,,,,Hyundai
18879,18879,150,Diesel,SUV,Automatisk,2020,26000,Q3 TDi Prestige S-tr.,449900,/audiq3tdiprestigestr/id838342,,Sortmetal,15112019,5,7,4,Forhjul,2000,60,"23,4","9,2",207,1555,600,6,3520,435860,,Audi
18880,18880,258,Diesel,Hatchback,Automatisk,2014,73000,"430d 3,0 Gran Coupé aut.",379900,/bmw430d30grancoupeaut/id838327,,Sortmetal,09072014,5,8,6,Baghjul,1800,57,"18,9","5,6",250,1580,585,6,4680,875700,,BMW
18881,18881,,El,Hatchback,Automatisk,2017,69000,Model S 90D,579900,/teslamodels90d/id839604,,Koksmetal,27022017,5,1,,4x4,,,,"4,4",250,,,8,,1001107,,Tesla
18882,18882,,El,Hatchback,Automatisk,2017,69000,Model S 90D,3413,/teslamodels90d/id840899,,Koksmetal,27022017,5,1,,4x4,,,,"4,4",250,,,8,,1001107,,Tesla
18883,18883,190,Benzin,Stationcar,Automatisk,2017,139000,"A4 2,0 TFSi 190 Sport Avant S-tr.",329700,/audia420tfsi190sportavantstr/id839374,,Blåmetal,29092016,5,7,4,Forhjul,1500,54,"19,6","7,5",238,1535,445,6,1280,561335,,Audi
18884,18884,100,Benzin,Hatchback,Manuel,2020,3000,"Ceed 1,0 T-GDI Active  5d 6g",199795,/kiaceed10tgdiactive5d6g/id879431,,Sparkling,26102020,5,6,3,,,,"21,6",,183,1800,,,,,CV35143,Kia
18885,18885,400,Benzin,Coupe,Automatisk,2011,135000,"Panamera 4S 4,8 PDK",3012,/porschepanamera4s48pdk/id838237,,Gråmetal,19082011,5,7,8,4x4,2200,100,9,5,282,1835,570,6,9300,2199844,,Porsche
18886,18886,82,Benzin,Hatchback,Manuel,2013,106000,"C3 1,2 VTi 82 Seduction",59900,/citroenc312vti82seduction/id838199,,,13092013,5,5,3,Forhjul,800,50,"22,2","12,3",174,1140,371,6,660,139989,,Citroën
18887,18887,197,Benzin,Coupe,Automatisk,2021,5000,TT TFSi S-line Coupé S-tr.,599900,/auditttfsislinecoupestr/id839287,,Gråmetal,12082020,2,7,4,Forhjul,,50,18,"6,6",250,1345,360,6,2380,605913,,Audi
18888,18888,313,Diesel,Stationcar,Automatisk,2014,205000,"A6 Allroad 3,0 TDi 313 quattro Tiptr.",359900,/audia6allroad30tdi313quattrotiptr/id862914,,Blåmetal,13012014,5,8,6,4x4,2500,75,"14,9","5,6",250,1885,675,6,8100,1053116,,Audi
18889,18889,180,Diesel,Stationcar,Automatisk,2017,78000,"Mondeo 2,0 TDCi 180 Titanium stc. aut.",264900,/fordmondeo20tdci180titaniumstcaut/id839612,,,30082017,5,6,4,Forhjul,2000,70,"20,8","8,7",218,1509,821,7,3880,510098,,Ford
18890,18890,156,Diesel,Varevogn,Automatisk,2017,69000,"Daily 2,3 35S16 Alukasse m/lift AG8",199800,/ivecodaily2335s16alukassemliftag8/id838099,,Hvid,29112017,2,8,,Baghjul,,,13,,,,,,10820,,,Iveco
18891,18891,150,Diesel,SUV,Automatisk,2017,150000,"Romeo Stelvio 2,2 JTD 150 aut.",359900,/alfaromeostelvio22jtd150aut/id838116,,Koksmetal,03102017,5,8,4,Baghjul,1700,58,"21,3",,,1579,611,6,4380,568095,,Alfa
18892,18892,110,Benzin,Hatchback,Manuel,2015,67000,"208 1,2 e-THP 110 Allure Sky",96900,/peugeot20812ethp110alluresky/id840166,,Sortmetal,23092015,5,5,3,Forhjul,1150,50,"22,2","9,6",190,1225,305,6,660,,,Peugeot
18893,18893,68,Diesel,Hatchback,Manuel,2005,325000,"Fiesta 1,4 TDCi Trend",5900,/fordfiesta14tdcitrend/id838115,,,02062005,5,5,4,Forhjul,900,45,"22,7","14,9",164,1050,525,4,4020,184566,,Ford
18894,18894,100,Benzin,Hatchback,Manuel,2020,2000,"208 1,2 PT 100 Active+",164900,/peugeot20812pt100activeplus/id838143,,Rød,07052020,5,6,3,Forhjul,1200,44,"26,2","9,9",188,1195,400,6,1000,168412,,Peugeot
18895,18895,163,Diesel,SUV,Automatisk,2012,179000,"XC60 2,0 D3 163 Kinetic aut.",200000,/volvoxc6020d3163kineticaut/id838120,,Sølvmetal,27022012,5,6,5,Forhjul,1600,70,"14,7","10,3",195,1640,865,6,8100,734106,,Volvo
18896,18896,80,Benzin,Cabriolet,Manuel,2018,56000,"500C 0,9 TwinAir Popstar Start & Stop  Cabr.",127790,/fiat500c09twinairpopstarstartstopcabr/id855666,,Koksgrå,24052018,3,5,2,,,,"26,3",,171,1385,,,,,BY91765,Fiat
18897,18897,100,Benzin,MPV,Manuel,2003,242000,"Meriva 1,6 16V",26500,/opelmeriva1616v/id838203,,Sortmetal,08052003,5,5,4,Forhjul,1200,52,"13,3","13,3",181,1275,555,4,3740,,,Opel
18898,18898,109,Diesel,MPV,Automatisk,2014,155000,"B180 1,8 CDi aut. BE",175000,/mercedesb18018cdiautbe/id838142,,Hvid,15112013,5,7,4,Forhjul,1200,50,"22,7","10,9",190,1405,620,7,3020,418709,,Mercedes
18899,18899,129,Diesel,Stationcar,Manuel,2012,223000,"6 2,2 DE 129 Sport stc.",74900,/mazda622de129sportstc/id838104,,Sortmetal,09022012,5,6,4,Forhjul,1400,64,"19,6",,193,1465,670,6,4680,,,Mazda
18900,18900,136,Diesel,Varevogn,Automatisk,2019,30000,"Vito 114 2,2 CDi Complete aut. L",239800,/mercedesvito11422cdicompleteautl/id874869,,Sort,29032019,,7,4,Baghjul,2000,57,"15,6",,159,1761,1289,2,7220,357426,,Mercedes
18901,18901,180,Diesel,Varevogn,Automatisk,2014,225000,"Transporter 2,0 TDi 180 Kassev. kort DSG",105000,/vwtransporter20tdi180kassevkortdsg/id839833,,Sortmetal,04122013,,7,4,Forhjul,2500,80,"13,5",10,191,1856,1144,2,8940,325162,,VW
18902,18902,75,Diesel,Varevogn,Manuel,2016,66000,"Kangoo 1,5 dCi 75 Access",59800,/renaultkangoo15dci75access/id874668,,Sort,05112015,5,5,4,Forhjul,1050,60,"23,8",16,151,1210,740,1,3020,160494,,Renault
18903,18903,75,Diesel,Varevogn,Manuel,2016,81000,"Kangoo 1,5 dCi 75 Access",59800,/renaultkangoo15dci75access/id859758,,Sort,05112015,5,5,4,Forhjul,1050,60,"23,8",16,151,1210,740,1,3020,160494,,Renault
18904,18904,112,Diesel,Varevogn,Manuel,2005,283000,"Rover Freelander 2,0 TD4",39400,/landroverfreelander20td4/id838119,,Sølvmetal,25102005,5,5,4,4x4,2000,59,"10,6","14,4",159,1550,525,2,6350,255001,,Land
18905,18905,177,Diesel,Sedan,Automatisk,2014,133000,"C220 2,2 BlueTEC Luxury 7G-Tronic aut. 4d.",359000,/mercedesc22022bluetecluxury7gtronicaut4d/id776914,07082020,,,,,,,,,,,,,,,,,,Mercedes
18906,18906,155,Benzin/El,Hatchback,Manuel,2020,2300,"Fiesta 1,0 EcoBoost Hybrid Titanium Start/Stop  5d 6g",174900,/fordfiesta10ecoboosthybridtitaniumstartstop5d6g/id867770,,MAGNETIC,23102020,4,6,3,,,,"27,5",,219,1685,,,,,CV79982,Ford
18907,18907,125,Benzin,Coupe,Manuel,1992,162000,"CRX 1,6 Del Sol ESi",Ring,/hondacrx16delsolesi/id838081,,Blåmetal,15041992,2,5,4,Forhjul,,45,"13,33","9,3",190,1025,300,1,3520,315000,,Honda
18908,18908,110,Diesel,Stor,Manuel,2006,275000,"Matrix 1,5 Person bil",14900,/hyundaimatrix15personbil/id838071,01062020,,,,,,,,,,,,,,,,,,Hyundai
18909,18909,200,Benzin,Hatchback,Manuel,2008,120000,"Scirocco 2,0 TSi 200 Sport",149800,/vwscirocco20tsi200sport/id838078,,Hvid,09102008,3,6,4,Forhjul,,50,"13,2","7,2",235,1273,467,8,4360,416000,,VW
18910,18910,110,Diesel,Stationcar,,2016,116000,"i30 1,6 CRDi 110 Life+ CW",124900,/hyundaii3016crdi110lifepluscw/id838026,14022020,,01032016,5,6,4,Forhjul,1500,53,"25,6",12,188,1410,510,,2180,,,Hyundai
18911,18911,170,Benzin,Sedan,,2013,97000,"A4 1,8 TFSi 170",158787,/audia418tfsi170/id838016,27012020,grå,01092012,4,6,4,Forhjul,1700,63,"17,5",8,230,1505,435,,1880,,,Audi
18912,18912,140,Benzin,Stationcar,Manuel,2007,284000,"V70 2,4 140 Momentum",55900,/volvov7024140momentum/id837995,,Sort,30112006,5,5,5,Forhjul,1800,70,"11,1","10,5",205,1470,630,6,5580,549357,,Volvo
18913,18913,105,Diesel,Stationcar,Manuel,2014,148000,"Passat 1,6 TDi 105 BlueMotion Variant",119800,/vwpassat16tdi105bluemotionvariant/id837993,,,10072013,5,6,4,Forhjul,1400,70,"23,3","12,5",193,1443,627,6,3020,,,VW
18914,18914,112,Diesel,Varevogn,Manuel,2005,242000,"Sportage 2,0 CRDi EX 4WD",29400,/kiasportage20crdiex4wd/id837981,,Sort,16062005,5,5,4,4x4,1600,58,"10,4","13,8",168,1600,525,4,6350,203475,,Kia
18915,18915,92,Diesel,SUV,Manuel,2014,130000,"2008 1,6 e-HDi 92 City Style",94800,/peugeot200816ehdi92citystyle/id837977,,,07082014,5,5,4,Forhjul,950,50,25,"11,5",181,1135,549,6,2180,239992,,Peugeot
18916,18916,190,Diesel,Stationcar,Manuel,2017,63000,"320d 2,0 Touring",[,/bmw320d20touring/id837976,,Gråmetal,29062017,5,6,4,Baghjul,1600,57,"23,3","7,6",230,1465,640,6,3020,480198,,BMW
18917,18917,122,Benzin,Hatchback,Manuel,2013,68000,"Golf VII 1,4 TSi 122 Comfortline BMT",132500,/vwgolfvii14tsi122comfortlinebmt/id837973,,Sølvmetal,13052013,5,6,4,Forhjul,1400,50,"18,9","9,3",203,1225,585,7,1280,284997,,VW
18918,18918,272,Diesel,,,2015,150000,A7 Sportback TDI V6 clean diesel - 272 hk quattro S tronicOm Virksomheden:,4300,/audia7sportbacktdiv6cleandiesel272hkquattrostronicomvirksomheden/id837924,,,,,7,6,,,,"19,2","5,7",250,2440,,,,,,Audi
18919,18919,,Benzin,,,2020,6000,XC40 T5 Inscription AWD 247HK 5d 8g Aut.,539900,/volvoxc40t5inscriptionawd247hk5d8gaut/id837917,,724,,,,,,,,"15,5",,,,,,,,,Volvo
18920,18920,,,,,2020,2000,500C B/EL Lounge Plus 70HK Cabr. 6g,157000,/fiat500cbelloungeplus70hkcabr6g/id837912,,sortmetal(876),,2,,,,,,28,,,,,,,,,Fiat
18921,18921,60,Benzin,Hatchback,Manuel,2007,163000,"Panda 1,2 Dynamic  5d",19900,/fiatpanda12dynamic5d/id838816,01022019,Mørk,07022007,,5,,,,,"17,9",,,1300,,,,,BL49372,Fiat
18922,18922,115,Diesel,Stationcar,Manuel,2011,141000,"Ceed 1,6 CRDi 115 Style SW",46900,/kiaceed16crdi115stylesw/id837818,,,26102011,5,6,4,Forhjul,1400,53,"22,2","11,7",188,1319,601,6,3880,261422,,Kia
18923,18923,125,Benzin,Hatchback,Manuel,2008,187000,"Superb 1,4 TSi 125 Comfort",63900,/skodasuperb14tsi125comfort/id837817,,,12122008,5,6,4,Forhjul,1400,62,"14,7","10,5",201,1425,620,7,3140,295000,,Skoda
18924,18924,190,Diesel,Hatchback,Automatisk,2019,26000,"320d 2,0 Gran Turismo M-Sport aut.",469900,/bmw320d20granturismomsportaut/id870611,,Gråmetal,04072019,5,8,4,Baghjul,1600,57,22,"7,7",226,1570,650,6,4380,519268,,BMW
18925,18925,102,Benzin,Hatchback,Manuel,2006,143000,"Golf V 1,6 102 Trendline",45900,/vwgolfv16102trendline/id837802,,,24082006,5,5,4,Forhjul,1200,55,"13,5","11,4",184,1183,617,8,3740,305900,,VW
18926,18926,150,Diesel,MPV,Automatisk,2016,74000,"Grand C4 Picasso 2,0 BlueHDi 150 Intensive EAT6",207900,/citroengrandc4picasso20bluehdi150intensiveeat6/id837856,,Hvid,13072016,5,6,4,Forhjul,1600,55,"23,3","10,2",207,1710,230,7,3020,372990,,Citroën
18927,18927,408,El,SUV,Automatisk,2020,6000,EQC400 AMG Line aut. 4-M,719800,/mercedeseqc400amglineaut4m/id842207,,Koksmetal,17062020,5,1,,4x4,1800,,"48,4","5,1",180,2395,545,7,740,,,Mercedes
18928,18928,177,Diesel,Stationcar,Manuel,2013,167000,"A6 2,0 TDi 177 Avant",[,/audia620tdi177avant/id837855,,Sort,01022013,5,6,4,Forhjul,1600,65,20,9,222,1640,505,6,4680,638212,,Audi
18929,18929,109,Diesel,Coupe,Manuel,2009,208000,"207 1,6 HDi CC",69900,/peugeot20716hdicc/id837826,,Grå,29072009,2,5,4,Forhjul,890,50,"19,2","11,7",193,1361,424,,5680,317990,,Peugeot
18930,18930,177,Diesel,Varevogn,Manuel,2010,194000,"X1 2,0 sDrive20d Van",99900,/bmwx120sdrive20dvan/id837830,,,27012010,5,6,4,Baghjul,1800,61,"18,9","8,1",218,1465,580,6,4680,357005,,BMW
18931,18931,150,Diesel,Stationcar,Automatisk,2020,12000,"Octavia 2,0 TDi 150 Celebration+ Combi DSG",269900,/skodaoctavia20tdi150celebrationpluscombidsg/id837838,,Hvidmetal,29052020,5,7,4,Forhjul,1600,50,25,"9,1",213,1430,554,9,3260,267418,,Skoda
18932,18932,109,Diesel,MPV,Manuel,2009,297000,"C-MAX 1,6 TDCi Trend Collection",14900,/fordcmax16tdcitrendcollection/id837847,,Gråmetal,11032009,5,5,4,Forhjul,1300,55,"22,2","11,3",185,1326,699,6,3880,287001,,Ford
18933,18933,82,Benzin,Hatchback,Manuel,2016,119000,"C1 1,2 PT 82 Sport",54800,/citroenc112pt82sport/id837848,,Rød,01032016,5,5,3,Forhjul,,35,"23,3",11,170,865,375,6,660,89991,,Citroën
18934,18934,163,Benzin,Sedan,Automatisk,2020,8000,"CLA200 1,3 AMG Line aut.",464900,/mercedescla20013amglineaut/id863707,,Blåmetal,01042020,4,7,4,Forhjul,1600,43,20,"8,5",229,1310,620,,1160,,,Mercedes
18935,18935,190,Diesel,Stationcar,Automatisk,2016,135000,"Passat 2,0 TDi 190 High+ Vari. DSG",254900,/vwpassat20tdi190highplusvaridsg/id837824,,Sortmetal,29062016,5,6,4,Forhjul,2000,66,"21,7","7,9",233,1581,439,6,3880,518098,,VW
18936,18936,120,Benzin,Stationcar,Manuel,2007,154000,"207 1,6 VTi S16 SW",29900,/peugeot20716vtis16sw/id837816,,,11102007,5,5,4,Forhjul,1150,50,"15,6","9,6",200,1202,503,6,2520,221993,,Peugeot
18937,18937,145,Diesel,Varevogn,Manuel,2020,0,"Trafic T29 2,0 dCi 145 L2 Chassis",219900,/renaulttrafict2920dci145l2chassis/id837834,,Hvid,15092020,,6,,Forhjul,,,"14,1",,,3070,,4,8100,276643,,Renault
18938,18938,408,El,SUV,Automatisk,2020,13000,EQC400 Edition 1886 aut. 4-M,699900,/mercedeseqc400edition1886aut4m/id837884,,,02092019,5,1,,4x4,1800,,"48,4","5,1",180,2395,545,7,740,,,Mercedes
18939,18939,204,Diesel,SUV,Automatisk,2017,47000,"GLC250 d 2,2 AMG Line aut. 4-M",619800,/mercedesglc250d22amglineaut4m/id838126,,Koksmetal,05052017,5,9,4,4x4,2500,50,"18,2","7,6",222,1845,655,7,6040,,,Mercedes
18940,18940,204,Diesel,SUV,Automatisk,2017,47000,"GLC250 d 2,2 AMG Line aut. 4-M",3173,/mercedesglc250d22amglineaut4m/id838129,,Koksmetal,05052017,5,9,4,4x4,2500,50,"18,2","7,6",222,1845,655,7,6040,,,Mercedes
18941,18941,156,Benzin,Sedan,Manuel,2010,99000,"C180 1,6 Komp. BE",149900,/mercedesc18016kompbe/id837811,,Sortmetal,01032010,4,6,4,Baghjul,1800,59,"14,9","9,3",230,1480,485,6,3140,,,Mercedes
18942,18942,150,Diesel,MPV,Automatisk,2016,119000,"Grand C4 Picasso 2,0 BlueHDi 150 Exclusive EAT6",199800,/citroengrandc4picasso20bluehdi150exclusiveeat6/id847299,,Sortmetal,30122015,5,6,4,Forhjul,1600,55,"23,3","10,2",207,1710,230,7,3020,409988,,Citroën
18943,18943,136,Benzin,Hatchback,Automatisk,2018,29000,"118i 1,5 M-Sport aut.",309000,/bmw118i15msportaut/id845783,,Gråmetal,06082018,5,8,3,Baghjul,1300,52,"19,2","8,7",210,1290,580,6,1780,312568,,BMW
18944,18944,177,Diesel,Sedan,Manuel,2014,87000,"A4 2,0 TDi 177",189900,/audia420tdi177/id837780,,Sort,06112013,4,6,4,Forhjul,1800,63,"21,7","8,2",230,1555,425,6,3880,531355,,Audi
18945,18945,136,Benzin,Hatchback,Manuel,2015,85000,"Cooper 1,5 136",154800,/minicooper15136/id837720,,Rødmetal,08062015,3,6,3,Forhjul,,40,"22,2","7,9",210,1060,505,6,660,252900,,Mini
18946,18946,385,Diesel,SUV,Automatisk,2016,92000,"Cayenne S 4,2 D Tiptr.",3963,/porschecayennes42dtiptr/id838296,,Mørkblåmetal,22072015,5,8,8,4x4,,85,"12,2","5,4",252,2260,800,6,10640,1659383,,Porsche
18947,18947,385,Diesel,SUV,Automatisk,2016,92000,"Cayenne S 4,2 D Tiptr.",799800,/porschecayennes42dtiptr/id838295,,Mørkblåmetal,22072015,5,8,8,4x4,,85,"12,2","5,4",252,2260,800,6,10640,1659383,,Porsche
18948,18948,163,Benzin,Sedan,Automatisk,2019,24000,"CLA200 1,3 Progressive aut.",414900,/mercedescla20013progressiveaut/id860621,,Hvid,23082019,4,7,4,Forhjul,1600,43,"20,4","8,5",229,1310,620,,1160,,,Mercedes
18949,18949,150,Diesel,Hatchback,Automatisk,2019,27000,"A200 d 2,0 D Advantage 8G-DCT  5d 8g Aut.",344800,/mercedesa200d20dadvantage8gdct5d8gaut/id857728,,Hvid,09102019,5,8,4,,,,"26,2",,220,1995,,,,,CM94654,Mercedes
18950,18950,265,Diesel,SUV,Automatisk,2019,13000,"X5 3,0 xDrive30d M-Sport aut.",1199000,/bmwx530xdrive30dmsportaut/id837939,,Hvidmetal,06052020,5,8,6,4x4,2700,80,"17,7","6,5",230,2085,775,6,6040,,,BMW
18951,18951,120,Diesel,Varevogn,Manuel,2017,85000,"C-MAX 1,5 TDCi 120 Business Van",99900,/fordcmax15tdci120businessvan/id861151,,Gråmetal,29082017,5,,,Forhjul,,,"24,4",,,,,,3020,,,Ford
18952,18952,136,Diesel,Stationcar,Automatisk,2016,179000,"C200 d 2,2 stc. aut.",219900,/mercedesc200d22stcaut/id845900,,,18032016,5,7,4,Baghjul,1600,41,"22,7","10,6",212,1580,575,7,3020,577100,,Mercedes
18953,18953,141,Benzin,Stationcar,Manuel,2014,89000,"Cruze 1,8 LT stc.",89800,/chevroletcruze18ltstc/id842226,,Koksmetal,21052014,5,5,4,Forhjul,1200,60,"14,9",11,200,1370,532,6,3140,224996,,Chevrolet
18954,18954,80,Benzin,Hatchback,Manuel,2017,35000,"Space Star 1,2 Inlead",79880,/mitsubishispacestar12inlead/id837755,,Sortmetal,23012017,5,5,3,Forhjul,,35,"24,4","11,7",180,925,415,6,660,144995,,Mitsubishi
18955,18955,560,Benzin,Sedan,Automatisk,2013,49000,"M6 4,4 Gran Coupé aut.",Ring,/bmwm644grancoupeaut/id837841,,Hvidmetal,14082013,4,8,8,Baghjul,,80,"10,1","4,2",250,1850,560,6,6820,2655397,,BMW
18956,18956,258,Diesel,SUV,Automatisk,2015,106000,"GLE350 d 3,0 aut. 4-M",3859,/mercedesgle350d30aut4m/id837661,,Sort,27102015,5,9,6,4x4,3500,93,"15,2","7,1",225,2175,775,7,7220,1251899,,Mercedes
18957,18957,85,Benzin,Hatchback,Manuel,2018,99000,"Fiesta 1,1 Trend Van",69900,/fordfiesta11trendvan/id837767,,Hvid,27112017,5,5,3,Forhjul,750,42,"22,7",14,170,1135,505,7,660,90905,,Ford
