,Unnamed: 0,Hestekræfter,Brændstoftype,Biltype,Gearkasse,Årgang,Kilometer,Model,Pris,Link,Sidst synet,Farve,Registreringsdato,Antal døre,Antal gear,Cylindre,Trækhjul,Max påhæng,Tank,Km/l,0 - 100 km/t,Tophastighed,Vægt,Lasteevne,Airbags,Grøn Ejerafgift,Nypris,Nummerplade,Make
0,0,68,Benzin,Hatchback,Manuel,2010,147200,"Aygo 1,0 AYGO 5-DØRS 1.0 HB 5-DØRS",32800,/toyotaaygo10aygo5doers10hb5doers/id880200,,,,,,,,,,,,,,,,,,,Toyota
1,1,,,,,2005,100000,"124 Spider 0,5",50000,/abarth124spider05/id855091,01012005,,,,,,,,,,,,,,,,,,Abarth
2,2,204,Diesel,Stationcar,Automatisk,2016,225000,"C250 d 2,2 Avantgarde stc. aut.",269700,/mercedesc250d22avantgardestcaut/id880182,,Sortmetal,16102015,5,7,4,Baghjul,1800,50,"22,2","6,9",241,1660,575,7,3880,,,Mercedes
3,3,102,Benzin,Hatchback,Manuel,2009,157000,"Swift 1,5 GLX",29900,/suzukiswift15glx/id880174,,Lysgrønmetal,05082009,5,5,4,Forhjul,1000,45,"16,4",10,185,975,500,6,2520,169990,,Suzuki
4,4,140,Benzin,Stationcar,Manuel,2012,129000,"Insignia 1,8 Edition ST",89900,/opelinsignia18editionst/id880172,,Koksmetal,23022012,5,6,4,Forhjul,1400,70,"12,8","12,2",202,1538,632,8,4360,346175,,Opel
5,5,333,Benzin,Coupe,Manuel,2004,131000,"645Ci 4,4 Coupé",[,/bmw645ci44coupe/id880181,,Champagnemetal,27052004,2,6,8,Baghjul,,70,"8,7","5,6",250,1590,475,6,9300,1482801,,BMW
6,6,100,Diesel,Hatchback,Manuel,2016,158000,"C4 Cactus 1,6 BlueHDi 100 Challenge",99900,/citroenc4cactus16bluehdi100challenge/id880173,,Koksmetal,23012017,5,5,4,Forhjul,870,50,"32,3","10,7",184,1070,540,6,260,199990,,Citroën
7,7,163,Diesel,Hatchback,Manuel,2012,70000,"Cruze 2,0 VCDi 163 LT",69900,/chevroletcruze20vcdi163lt/id880171,,Sølvmetal,30122013,5,6,4,Forhjul,1200,60,"17,9","8,5",205,1480,513,6,5540,244995,,Chevrolet
8,8,95,Diesel,Hatchback,Manuel,2007,244000,"Lacetti 1,4 Person bil",13900,/chevroletlacetti14personbil/id880170,01122020,,,,,,,,,,,,,,,,,,Chevrolet
9,9,136,Diesel,Stationcar,Manuel,2015,185000,"C200 1,6 BlueTEC stc.",169700,/mercedesc20016bluetecstc/id880180,,Koksmetal,29122014,5,6,4,Baghjul,1600,41,"23,3","10,1",214,1545,575,7,3020,568502,,Mercedes
10,10,110,Diesel,Stationcar,Manuel,2016,106000,"Megane III 1,5 dCi 110 Limited Navi Style ST",[,/renaultmeganeiii15dci110limitednavistylest/id880179,,Koksmetal,02062016,5,6,4,Forhjul,1500,60,"27,8","12,4",190,1340,524,6,2180,243400,,Renault
11,11,88,Diesel,4x4,Manuel,2000,324000,"Grand Vitara 2,0 Varebil",13900,/suzukigrandvitara20varebil/id880169,01022020,,,,,,,,,,,,,,,,,,Suzuki
12,12,110,Diesel,Stationcar,Manuel,2005,292000,"407 1,6 HDi XR SW",14700,/peugeot40716hdixrsw/id880178,,Champagnemetal,07012005,5,6,4,Forhjul,1500,66,"17,9","13,7",189,1475,650,6,6540,307689,,Peugeot
13,13,150,Diesel,Stationcar,Automatisk,2015,182000,"Passat 2,0 TDi 150 Comfortl. Vari. DSG",159700,/vwpassat20tdi150comfortlvaridsg/id880177,,Sølvmetal,05062015,5,6,4,Forhjul,2000,66,"22,2","8,9",216,1541,479,6,3880,489099,,VW
14,14,150,Diesel,Hatchback,Automatisk,2016,243000,"Superb 2,0 TDi 150 Ambition DSG",169700,/skodasuperb20tdi150ambitiondsg/id880176,,Koksmetal,04032016,5,6,4,Forhjul,2000,66,"22,2","8,9",218,1400,645,7,3880,436000,,Skoda
15,15,110,Diesel,SUV,Manuel,2017,66000,"Qashqai 1,5 dCi 110 N-Connecta",179900,/nissanqashqai15dci110nconnecta/id880187,,,04112016,5,6,4,Forhjul,1350,55,"26,3","12,4",180,1285,625,6,2180,298790,,Nissan
16,16,120,Diesel,MPV,Manuel,2016,172000,"S-Cross 1,6 DDiS Exclusive",79700,/suzukiscross16ddisexclusive/id880175,,Blåmetal,31032016,5,6,4,Forhjul,1500,47,"23,8",12,180,1315,555,7,3020,253538,,Suzuki
17,17,115,Benzin,SUV,Automatisk,2015,127000,"Qashqai 1,2 Dig-T 115 N-Tec X-tr.",139900,/nissanqashqai12digt115ntecxtr/id880186,,,15052015,5,1,4,Forhjul,1000,55,"17,9","12,9",173,1332,548,6,1880,345305,,Nissan
18,18,112,Diesel,SUV,Manuel,2011,194000,"Countryman Cooper 1,6 D 112",119900,/minicountrymancooper16d112/id880185,,,28042011,5,6,4,Forhjul,,47,"22,7","10,9",185,1285,495,6,3020,369698,,Mini
19,19,105,Diesel,MPV,Manuel,2006,423000,"Altea 1,9 TDi 105 Stylance Van",6400,/seataltea19tdi105stylancevan/id880155,,Hvid,03102006,5,5,4,Forhjul,1400,55,"11,6","12,3",183,1380,645,6,5350,174945,,Seat
20,20,68,Benzin,Hatchback,Manuel,2010,147200,"Aygo 1,0 AYGO 5-DØRS 1.0 HB 5-DØRS",32800,/toyotaaygo10aygo5doers10hb5doers/id880200,,,,,,,,,,,,,,,,,,,Toyota
21,21,,,,,2005,100000,"124 Spider 0,5",50000,/abarth124spider05/id855091,01012005,,,,,,,,,,,,,,,,,,Abarth
22,22,204,Diesel,Stationcar,Automatisk,2016,225000,"C250 d 2,2 Avantgarde stc. aut.",269700,/mercedesc250d22avantgardestcaut/id880182,,Sortmetal,16102015,5,7,4,Baghjul,1800,50,"22,2","6,9",241,1660,575,7,3880,,,Mercedes
23,23,102,Benzin,Hatchback,Manuel,2009,157000,"Swift 1,5 GLX",29900,/suzukiswift15glx/id880174,,Lysgrønmetal,05082009,5,5,4,Forhjul,1000,45,"16,4",10,185,975,500,6,2520,169990,,Suzuki
24,24,140,Benzin,Stationcar,Manuel,2012,129000,"Insignia 1,8 Edition ST",89900,/opelinsignia18editionst/id880172,,Koksmetal,23022012,5,6,4,Forhjul,1400,70,"12,8","12,2",202,1538,632,8,4360,346175,,Opel
25,25,333,Benzin,Coupe,Manuel,2004,131000,"645Ci 4,4 Coupé",[,/bmw645ci44coupe/id880181,,Champagnemetal,27052004,2,6,8,Baghjul,,70,"8,7","5,6",250,1590,475,6,9300,1482801,,BMW
26,26,100,Diesel,Hatchback,Manuel,2016,158000,"C4 Cactus 1,6 BlueHDi 100 Challenge",99900,/citroenc4cactus16bluehdi100challenge/id880173,,Koksmetal,23012017,5,5,4,Forhjul,870,50,"32,3","10,7",184,1070,540,6,260,199990,,Citroën
27,27,163,Diesel,Hatchback,Manuel,2012,70000,"Cruze 2,0 VCDi 163 LT",69900,/chevroletcruze20vcdi163lt/id880171,,Sølvmetal,30122013,5,6,4,Forhjul,1200,60,"17,9","8,5",205,1480,513,6,5540,244995,,Chevrolet
28,28,95,Diesel,Hatchback,Manuel,2007,244000,"Lacetti 1,4 Person bil",13900,/chevroletlacetti14personbil/id880170,01122020,,,,,,,,,,,,,,,,,,Chevrolet
29,29,136,Diesel,Stationcar,Manuel,2015,185000,"C200 1,6 BlueTEC stc.",169700,/mercedesc20016bluetecstc/id880180,,Koksmetal,29122014,5,6,4,Baghjul,1600,41,"23,3","10,1",214,1545,575,7,3020,568502,,Mercedes
30,30,110,Diesel,Stationcar,Manuel,2016,106000,"Megane III 1,5 dCi 110 Limited Navi Style ST",[,/renaultmeganeiii15dci110limitednavistylest/id880179,,Koksmetal,02062016,5,6,4,Forhjul,1500,60,"27,8","12,4",190,1340,524,6,2180,243400,,Renault
31,31,88,Diesel,4x4,Manuel,2000,324000,"Grand Vitara 2,0 Varebil",13900,/suzukigrandvitara20varebil/id880169,01022020,,,,,,,,,,,,,,,,,,Suzuki
32,32,110,Diesel,Stationcar,Manuel,2005,292000,"407 1,6 HDi XR SW",14700,/peugeot40716hdixrsw/id880178,,Champagnemetal,07012005,5,6,4,Forhjul,1500,66,"17,9","13,7",189,1475,650,6,6540,307689,,Peugeot
33,33,150,Diesel,Stationcar,Automatisk,2015,182000,"Passat 2,0 TDi 150 Comfortl. Vari. DSG",159700,/vwpassat20tdi150comfortlvaridsg/id880177,,Sølvmetal,05062015,5,6,4,Forhjul,2000,66,"22,2","8,9",216,1541,479,6,3880,489099,,VW
34,34,150,Diesel,Hatchback,Automatisk,2016,243000,"Superb 2,0 TDi 150 Ambition DSG",169700,/skodasuperb20tdi150ambitiondsg/id880176,,Koksmetal,04032016,5,6,4,Forhjul,2000,66,"22,2","8,9",218,1400,645,7,3880,436000,,Skoda
35,35,110,Diesel,SUV,Manuel,2017,66000,"Qashqai 1,5 dCi 110 N-Connecta",179900,/nissanqashqai15dci110nconnecta/id880187,,,04112016,5,6,4,Forhjul,1350,55,"26,3","12,4",180,1285,625,6,2180,298790,,Nissan
36,36,120,Diesel,MPV,Manuel,2016,172000,"S-Cross 1,6 DDiS Exclusive",79700,/suzukiscross16ddisexclusive/id880175,,Blåmetal,31032016,5,6,4,Forhjul,1500,47,"23,8",12,180,1315,555,7,3020,253538,,Suzuki
37,37,115,Benzin,SUV,Automatisk,2015,127000,"Qashqai 1,2 Dig-T 115 N-Tec X-tr.",139900,/nissanqashqai12digt115ntecxtr/id880186,,,15052015,5,1,4,Forhjul,1000,55,"17,9","12,9",173,1332,548,6,1880,345305,,Nissan
38,38,112,Diesel,SUV,Manuel,2011,194000,"Countryman Cooper 1,6 D 112",119900,/minicountrymancooper16d112/id880185,,,28042011,5,6,4,Forhjul,,47,"22,7","10,9",185,1285,495,6,3020,369698,,Mini
39,39,105,Diesel,MPV,Manuel,2006,423000,"Altea 1,9 TDi 105 Stylance Van",6400,/seataltea19tdi105stylancevan/id880155,,Hvid,03102006,5,5,4,Forhjul,1400,55,"11,6","12,3",183,1380,645,6,5350,174945,,Seat
40,40,105,Diesel,MPV,Manuel,2006,423000,"Altea 1,9 TDi 105 Stylance Van",4900,/seataltea19tdi105stylancevan/id880154,,Hvid,03102006,5,5,4,Forhjul,1400,55,"11,6","12,3",183,1380,645,6,5350,174945,,Seat
41,41,163,Benzin,Stationcar,Manuel,2003,270000,"A4 1,8 T 163 S-line Avant",29400,/audia418t163slineavant/id880153,,Sortmetal,20112002,5,5,4,Forhjul,1400,70,"12,1","9,1",219,1425,550,6,4960,465000,,Audi
42,42,165,Benzin,Hatchback,Automatisk,2018,45000,"Insignia 1,5 T 165 Dynamic GS aut.",239800,/opelinsignia15t165dynamicgsaut/id880156,,Sølvmetal,16112017,5,6,4,Forhjul,1405,62,"16,4","9,4",218,1372,668,8,3020,350001,,Opel
43,43,150,Diesel,MPV,Manuel,2016,165000,"C-MAX 2,0 TDCi 150 Titanium",149400,/fordcmax20tdci150titanium/id880152,,Champagnemetal,31052016,5,6,4,Forhjul,1500,60,"22,7","9,6",204,1491,559,6,3020,314738,,Ford
44,44,,Benzin,,,2003,204000,Baleno,14900,/suzukibaleno/id880130,14102020,,,,,,,,,,,,,,,,,,Suzuki
45,45,170,Benzin,Cabriolet,Manuel,2012,107000,"A5 1,8 TFSi 170 Cabriolet",239900,/audia518tfsi170cabriolet/id880135,,Beigemetal,30052012,2,6,4,Forhjul,1500,65,"16,1","8,7",222,1595,515,6,2520,653000,,Audi
46,46,90,Diesel,Hatchback,Manuel,2011,237000,"Polo 1,6 TDi 90 Highline BMT",59900,/vwpolo16tdi90highlinebmt/id880133,,,29082011,5,5,4,Forhjul,1200,45,27,"11,5",180,1065,515,8,2180,,,VW
47,47,218,Benzin,Stationcar,Automatisk,2018,75000,"Passat 1,4 GTE Variant DSG Van",249800,/vwpassat14gtevariantdsgvan/id880140,,Sortmetal,27072017,5,6,4,Forhjul,1600,50,"32,3","7,6",225,1635,615,6,660,318324,,VW
48,48,218,Benzin,Stationcar,Automatisk,2018,75000,"Passat 1,4 GTE Variant DSG Van",199800,/vwpassat14gtevariantdsgvan/id880139,,Sortmetal,27072017,5,6,4,Forhjul,1600,50,"32,3","7,6",225,1635,615,6,660,318324,,VW
49,49,218,Benzin,Stationcar,Automatisk,2018,75000,"Passat 1,4 GTE Variant DSG Van",2495,/vwpassat14gtevariantdsgvan/id880151,,Sortmetal,27072017,5,6,4,Forhjul,1600,50,"32,3","7,6",225,1635,615,6,660,318324,,VW
50,50,112,Diesel,Stationcar,Automatisk,2011,145000,"508 1,6 e-HDi 112 Active SW ESG Van",69800,/peugeot50816ehdi112activeswesgvan/id880138,,Sortmetal,01082011,5,6,4,Forhjul,1100,72,"22,2","12,3",194,1609,491,6,3880,236502,,Peugeot
51,51,86,Benzin,Hatchback,Manuel,2014,107000,"Rio 1,2 CVVT Collect",69800,/kiario12cvvtcollect/id880134,,Gråmetal,05032014,5,5,4,Forhjul,900,43,"21,3","13,1",168,1158,402,6,660,139998,,Kia
52,52,,,,,2020,0,Panda B/EL Anniversario Start & Stop 70HK 5d 6g,99990,/fiatpandabelanniversariostartstop70hk5d6g/id880119,,hvid,,,,,,,,25,,,,,,,,,Fiat
53,53,,,,,2019,41000,"Lodgy 7 Sæder 1,5 Blue dCi Stepway Start/Stop 95HK 6g",79000,/dacialodgy7saeder15bluedcistepwaystartstop95hk6g/id880118,,hvid,,,,,,,,25,,,,,,,,,Dacia
54,54,,,,,2020,1,Panda B/EL Launch Edition Start & Stop 70HK 5d 6g,124475,/fiatpandabellauncheditionstartstop70hk5d6g/id880117,,grønmetal,,,,,,,,25,,,,,,,,,Fiat
55,55,,,,,2020,0,500C B/EL Lounge Plus 70HK Cabr. 6g,2595,/fiat500cbelloungeplus70hkcabr6g/id880116,,koksmetal,,,,,,,,"25,6",,,,,,,,,Fiat
56,56,,,,,2019,0,Panda B/EL Anniversario Start & Stop 70HK 5d 6g,99990,/fiatpandabelanniversariostartstop70hk5d6g/id880114,,sølvmetal,,,,,,,,"27,5",,,,,,,,,Fiat
57,57,,,,,2020,0,Panda B/EL Anniversario Start & Stop 70HK 5d 6g,99990,/fiatpandabelanniversariostartstop70hk5d6g/id880113,,hvid,,,,,,,,25,,,,,,,,,Fiat
58,58,,,,,2019,0,"Ducato 35 L2H2 2,3 MJT Professional Plus 140HK Van 6g",217860,/fiatducato35l2h223mjtprofessionalplus140hkvan6g/id880111,,hvid,,,,,,,,"12,2",,,,,,,,,Fiat
59,59,,,,,2019,0,"Ducato 35 L3 2,3 MJT 180HK Ladv./Chas. 6g",279799,/fiatducato35l323mjt180hkladvchas6g/id880110,,rød,,,,,,,,"14,9",,,,,,,,,Fiat
60,60,,,,,2019,0,"Ducato 33 L3H2 2,3 MJT 150HK Van 6g",270880,/fiatducato33l3h223mjt150hkvan6g/id880109,,speciallak,,,,,,,,"15,9",,,,,,,,,Fiat
61,61,,,,,2019,0,"Ducato 35 L2H2 2,3 MJT Professional Plus 140HK Van 6g",217860,/fiatducato35l2h223mjtprofessionalplus140hkvan6g/id880108,,hvid,,,,,,,,"12,2",,,,,,,,,Fiat
62,62,,,,,2020,11546,Captur Blue DCi Zen 95HK 5d 6g,204900,/renaultcapturbluedcizen95hk5d6g/id880106,,koksmetal,,,,,,,,"27,5",,,,,,,,,Renault
63,63,,,,,2014,65000,Mégane TCE Limited 115HK 5d 6g,99500,/renaultmeganetcelimited115hk5d6g/id880105,,koksmetal,,,,,,,,"18,9",,,,,,,,,Renault
64,64,,Benzin,,Manuel,2014,79220,Adam GLAM 87HK 3d,74900,/opeladamglam87hk3d/id880080,,carbon,,,,,,,,"19,6",,,,,,,,,Opel
65,65,,,,,2018,18000,Clio Energy TCe Limited 90HK 5d,128900,/renaultclioenergytcelimited90hk5d/id880104,,hvid,,,,,,,,"23,8",,,,,,,,,Renault
66,66,,,,,2020,0,Kadjar TCE GPF Zen EDC 140HK 5d 7g Aut.,295900,/renaultkadjartcegpfzenedc140hk5d7gaut/id880103,,sortmetal,,,,,,,,"17,5",,,,,,,,,Renault
67,67,,,,,2017,70000,Tipo MJT Easy 95HK 5d,119500,/fiattipomjteasy95hk5d/id880102,,blåmetal,,,,,,,,27,,,,,,,,,Fiat
68,68,,,,,2018,18000,Tipo T-Jet Lounge 120HK 5d 6g,179500,/fiattipotjetlounge120hk5d6g/id880101,,rødmetal,,,,,,,,"16,7",,,,,,,,,Fiat
69,69,,,,,2020,4181,Captur TCE Zen 100HK Van,124900,/renaultcapturtcezen100hkvan/id880100,,koksmetal,,,,,,,,"21,6",,,,,,,,,Renault
70,70,,,,,2018,24000,Tipo T-Jet Easy 120HK 5d 6g,159900,/fiattipotjeteasy120hk5d6g/id880099,,sølvmetal,,,,,,,,"16,7",,,,,,,,,Fiat
71,71,,,,,2002,105000,"Ducato 10 K 2,0 JTD Combinato 84HK",7700,/fiatducato10k20jtdcombinato84hk/id880098,,sølvmetal,,,,,,,,"8,5",,,,,,,,,Fiat
72,72,,,,,2017,33000,500L T-Jet Urban 120HK 5d 6g,154700,/fiat500ltjeturban120hk5d6g/id880097,,hvid,,,,,,,,"14,9",,,,,,,,,Fiat
73,73,,Hybrid,,Automatisk,2020,9000,3008 PureTech GT AWD EAT8 300HK 8g Aut.,399900,/peugeot3008puretechgtawdeat8300hk8gaut/id880093,,gråmetal,,,,,,,,"76,9",,,,,,,,,Peugeot
74,74,,,,,2008,87000,Ducato JTD 120HK,159800,/fiatducatojtd120hk/id880096,,hvid,,,,,,,,"13,3",,,,,,,,,Fiat
75,75,,,,,2019,13314,500X FireFly City Cross First Edition 120HK 5d 6g,214700,/fiat500xfireflycitycrossfirstedition120hk5d6g/id880095,,hvid,,,,,,,,19,,,,,,,,,Fiat
76,76,,,,,2014,315604,"Ducato 33 L2H2 2,3 Multijet Combinato 130HK 6g",99900,/fiatducato33l2h223multijetcombinato130hk6g/id880094,,sølv,,,,,,,,"13,5",,,,,,,,,Fiat
77,77,,Hybrid,,Automatisk,2020,9900,3008 PureTech GT AWD EAT8 300HK 8g Aut.,399900,/peugeot3008puretechgtawdeat8300hk8gaut/id880091,,hvid,,,,,,,,"76,9",,,,,,,,,Peugeot
78,78,,,,,2019,0,Scénic TCE GPF Zen EDC 140HK 7g Aut.,299100,/renaultscenictcegpfzenedc140hk7gaut/id880092,,gulmetal,,,,,,,,"19,3",,,,,,,,,Renault
79,79,,,,,2017,140000,"Ducato 35 Maxi L3 2,3 MJT 150HK Ladv./Chas. 6g",229900,/fiatducato35maxil323mjt150hkladvchas6g/id880090,,,,,,,,,,"14,9",,,,,,,,,Fiat
80,80,,,,,2016,177000,"Ducato 35 M L3 3,0 MJT 180HK Ladv./Chas. 6g",184900,/fiatducato35ml330mjt180hkladvchas6g/id880089,,,,,,,,,,"11,5",,,,,,,,,Fiat
81,81,,Benzin,,Manuel,2020,1500,Crossland X Sport 83HK 5d,206490,/opelcrosslandxsport83hk5d/id880065,,quartz,,,,,,,,"16,1",,,,,,,,,Opel
82,82,,,,,2020,1000,"Expert L2 2,0 BlueHDi Plus EAT8 177HK Van 8g Aut.",212910,/peugeotexpertl220bluehdipluseat8177hkvan8gaut/id880088,,hvid,,,,,,,,20,,,,,,,,,Peugeot
83,83,,,,,2016,65000,"Jumper 30 L2H1 2,0 Blue HDi 130HK Van 6g",114860,/citroenjumper30l2h120bluehdi130hkvan6g/id880087,,sølvmetal,,,,,,,,"13,5",,,,,,,,,Citroën
84,84,,,,,2019,17761,500 Eco Dream Start & Stop 69HK 3d,129900,/fiat500ecodreamstartstop69hk3d/id880085,,sortmetal,,,,,,,,"21,6",,,,,,,,,Fiat
85,85,,,,,2019,1,"Master T35 L3 2,3 DCI RWD 165HK DobKab 6g",202800,/renaultmastert35l323dcirwd165hkdobkab6g/id880084,,hvid,,,,,,,,"12,6",,,,,,,,,Renault
86,86,,,,,2020,500,3008 PureTech Allure LTD EAT8 225HK 8g Aut.,338990,/peugeot3008puretechallureltdeat8225hk8gaut/id880083,,grå,,,,,,,,39,,,,,,,,,Peugeot
87,87,,,,,2010,389000,Trafic dCi 115 115HK Van,38960,/renaulttraficdci115115hkvan/id880082,,hvid,,,,,,,,"12,2",,,,,,,,,Renault
88,88,,,,,2020,1,"Partner L1 V1 1,5 BlueHDi Ultimate Pro 100HK Van",144950,/peugeotpartnerl1v115bluehdiultimatepro100hkvan/id880081,,hvid,,,,,,,,"25,6",,,,,,,,,Peugeot
89,89,,,,,2019,0,"Doblò L2 1,3 MJT Professional 95HK Van",125880,/fiatdoblol213mjtprofessional95hkvan/id880079,,hvid,,,,,,,,"20,4",,,,,,,,,Fiat
90,90,,,,,2020,1,"Expert L2 2,0 BlueHDi Plus 122HK Van 6g",182950,/peugeotexpertl220bluehdiplus122hkvan6g/id880078,,hvid,,,,,,,,"18,5",,,,,,,,,Peugeot
91,91,,,,,2020,0,500C B/EL Lounge Plus 70HK Cabr. 6g,159990,/fiat500cbelloungeplus70hkcabr6g/id880077,,lysgrønmetal,,,,,,,,"28,2",,,,,,,,,Fiat
92,92,,,,,2020,0,"Doblò L2 1,3 MJT Professional 95HK Van",125880,/fiatdoblol213mjtprofessional95hkvan/id880076,,hvid,,,,,,,,"21,3",,,,,,,,,Fiat
93,93,,,,,2014,561000,"Ducato 33 L2H2 2,3 MJT DPF Combinato 130HK 6g",44605,/fiatducato33l2h223mjtdpfcombinato130hk6g/id880075,,hvid,,,,,,,,"14,5",,,,,,,,,Fiat
94,94,,Diesel,,Manuel,2017,58000,6 Skyactiv-D Vision 150HK Stc 6g,179900,/mazda6skyactivdvision150hkstc6g/id880049,,sølvmetal,,,,,,,,"23,8",,,,,,,,,Mazda
95,95,,,,Automatisk,2018,19800,Captur TCE Zen EDC 120HK 5d 6g Aut.,189900,/renaultcapturtcezenedc120hk5d6gaut/id880072,,brunmetal,,,,,,,,"18,2",,,,,,,,,Renault
96,96,,,,,2011,182000,Ibiza TDI Reference Eco 75HK Stc,49900,/seatibizatdireferenceeco75hkstc/id880071,,sølvmetal,,,,,,,,"29,4",,,,,,,,,Seat
97,97,,,,,2014,561000,"Ducato 33 L2H2 2,3 MJT DPF Combinato 130HK 6g",54605,/fiatducato33l2h223mjtdpfcombinato130hk6g/id880070,,hvid,,,,,,,,"13,9",,,,,,,,,Fiat
98,98,,,,,2017,331000,"Ducato 33 L2H2 2,3 MJT DPF Combinato 130HK 6g",169900,/fiatducato33l2h223mjtdpfcombinato130hk6g/id880069,,hvid,,,,,,,,"15,9",,,,,,,,,Fiat
99,99,,,,,2019,8817,500 Eco Dream Start & Stop 69HK 3d,129900,/fiat500ecodreamstartstop69hk3d/id880068,,hvid,,,,,,,,"21,6",,,,,,,,,Fiat
100,100,,,,,2016,52401,Captur Energy TCe Expression 90HK 5d,134900,/renaultcapturenergytceexpression90hk5d/id880064,,sølvmetal,,,,,,,,"19,6",,,,,,,,,Renault
101,101,,Benzin,,Automatisk,2020,1000,Crossland X T Sport Start/Stop 130HK 5d 6g Aut.,246400,/opelcrosslandxtsportstartstop130hk5d6gaut/id880043,,diamond,,,,,,,,22,,,,,,,,,Opel
102,102,,,,,2016,105000,Captur Energy TCe Expression 90HK 5d,119900,/renaultcapturenergytceexpression90hk5d/id880062,,hvid,,,,,,,,"19,6",,,,,,,,,Renault
103,103,,,,,2016,46202,Captur Energy TCe Expression 90HK 5d,136900,/renaultcapturenergytceexpression90hk5d/id880061,,sølvmetal,,,,,,,,"19,6",,,,,,,,,Renault
104,104,,,,,2020,0,500 B/EL Lounge 70HK 3d 6g,124900,/fiat500bellounge70hk3d6g/id880060,,sortmetal,,,,,,,,"28,2",,,,,,,,,Fiat
105,105,,,,,2017,76000,Captur Energy TCe Expression 90HK 5d,129900,/renaultcapturenergytceexpression90hk5d/id880058,,hvid,,,,,,,,"19,6",,,,,,,,,Renault
106,106,,,,,2017,57000,500L Living MJT Lounge 95HK,134605,/fiat500llivingmjtlounge95hk/id880057,,sortmetal,,,,,,,,"24,4",,,,,,,,,Fiat
107,107,,,,,2011,541000,"Passat Variant 1,6 blueMotion TDI Trendline 105HK Stc 6g",28800,/vwpassatvariant16bluemotiontditrendline105hkstc6g/id880056,,,,,,,,,,"22,7",,,,,,,,,VW
108,108,,,,,2005,228000,Golf FSI Sportline 150HK 5d Aut.,40000,/vwgolffsisportline150hk5daut/id880053,,tyrkisblå,,,,,,,,"12,2",,,,,,,,,VW
109,109,,,,,2020,0,Sandero Tce Streetway Start/Stop 90HK 5d,122490,/daciasanderotcestreetwaystartstop90hk5d/id880055,,sortmetal,,,,,,,,"19,6",,,,,,,,,Dacia
110,110,,,,,2020,0,Clio TCE Zen 100HK 5d,159800,/renaultcliotcezen100hk5d/id880054,,,,,,,,,,"23,3",,,,,,,,,Renault
111,111,,,,,2020,0,Dokker DCi Essential Tekno 95HK Van 6g,89296,/daciadokkerdciessentialtekno95hkvan6g/id880052,,hvid,,,,,,,,"26,2",,,,,,,,,Dacia
112,112,,,,,2019,8000,108 e-Vti Allure 72HK 5d,89900,/peugeot108evtiallure72hk5d/id880051,,hvid,,,,,,,,"28,9",,,,,,,,,Peugeot
113,113,,,,,2020,0,"Master T35 L3H2 2,3 DCI RWD tvillingehjul start/stop 165HK Van 6g",269000,/renaultmastert35l3h223dcirwdtvillingehjulstartstop165hkvan6g/id880050,,hvid,,,,,,,,"11,6",,,,,,,,,Renault
114,114,,,,,2020,0,Duster Tce Streetway 100HK 5d,172490,/daciadustertcestreetway100hk5d/id880045,,orangemetal,,,,,,,,"19,2",,,,,,,,,Dacia
115,115,,Benzin,,,2016,62000,M235i Steptronic 326HK Cabr. 8g Aut.,439900,/bmwm235isteptronic326hkcabr8gaut/id880046,,sort,,,,,,,,"12,7",,,,,,,,,BMW
116,116,,,,,2020,0,Clio TCE RS-Line 100HK 5d,182800,/renaultcliotcersline100hk5d/id880042,,blåmetal,,,,,,,,"23,3",,,,,,,,,Renault
117,117,,,,,2020,0,"Mégane Sport Tourer 1,6 E-TECH Intens 160HK Stc Trinl. Gear",302600,/renaultmeganesporttourer16etechintens160hkstctrinlgear/id880041,,brunmetal,,,,,,,,"76,9",,,,,,,,,Renault
118,118,,Diesel,,Automatisk,2016,142000,"C200 d T 2,1 CDI 7G-Tronic Plus 136HK Stc 7g Aut.",234800,/mercedesc200dt21cdi7gtronicplus136hkstc7gaut/id880026,,sort,,,,,,,,"23,3",,,,,,,,,Mercedes
119,119,,,,Automatisk,2020,0,Captur E-TECH Intens 160HK 5d Aut.,287600,/renaultcapturetechintens160hk5daut/id880035,,orangemetal/hvidt,,,,,,,,"66,7",,,,,,,,,Renault
120,120,272,Diesel,,,2016,98900,A4 Avant 3.0 TDI V6 - 272 hk quattro Tiptronic,2875,/audia4avant30tdiv6272hkquattrotiptronic/id880034,,,,,8,6,,,,"19,6","5,4",250,2285,,,,,,Audi
121,121,150,Benzin,Hatchback,,2017,83000,"Astra 1,4 T 150 Enjoy",168168,/opelastra14t150enjoy/id880033,19102020,lyseblå,01082017,5,6,4,Forhjul,,47,"20,4",8,215,1203,617,,660,,,Opel
122,122,,Benzin,,Manuel,2016,43000,Picanto Collection Sport 85HK 5d,74800,/kiapicantocollectionsport85hk5d/id880024,,clear,,,,,,,,"21,7",,,,,,,,,Kia
123,123,69,Benzin,Hatchback,,2015,59000,"Ka 1,2 Titanium",49900,/fordka12titanium/id880032,,,01032015,3,5,4,,,,,,159,840,,,,,,Ford
124,124,170,Diesel,,,2019,0,"Transit 350L 2,0 Ford Transit 350 L3H1 2,0 TDCi Trend 170HK Ladv./Chas. 6g",299900,/fordtransit350l20fordtransit350l3h120tdcitrend170hkladvchas6g/id880031,,fr,,,,4,,,,"14,7",,,,,,,,,Ford
