Årgang,Farve,Vægt,Tophastighed,Sidst synet,Trækhjul,Kilometer,Nypris,Cylindre,Tank,0 - 100 km/t,Airbags,Grøn Ejerafgift,Lasteevne,Model,Gearkasse,Nummerplade,Hestekræfter,Biltype,Max. påhæng,Pris,Registreringsdato,Antal døre,Km/l,Brændstoftype,Antal gear
2013,,1.693,181,,Forhjul,179.000,,4,60,"13,1",6,4.680,557,"Citroën Grand C4 Picasso 1,6 HDi 112 Seduction 7prs",Manuel,,112,MPV,880,1.549,16-07-2013,5,"19,2",Diesel,6
2017,Koksmetal,1.025,188,,Forhjul,64.000,157.989,3,45,"10,4",6,1.160,575,"Citroën C3 1,2 PT 110 Iconic",Manuel,,110,Hatchback,600,94.900,05-12-2017,5,"21,7",Benzin,5
2019,Sort,1.975,,,Forhjul,28.000,248.066,4,90,,1,6.380,1.025,"Peugeot Boxer 330 2,0 BlueHDi 130 L2H1",Manuel,,130,Varevogn,2.500,159.900,10-05-2019,,"16,7",Diesel,6
2020,,,,,Forhjul,3.000,,,,,,,,"Ford Transit 350 L3 Kombi 2,0 TDCi 130 Ambiente H2 FWD",Manuel,,130,MPV,,320.820,09-09-2020,,"15,6",Diesel,6
2017,Sortmetal,1.710,226,,Baghjul,45.000,,4,70,8,6,4.380,675,"BMW 520d 2,0 Touring M-Sport aut.",Automatisk,,190,Stationcar,2.000,3.999,01-08-2017,5,"22,2",Diesel,8
2006,Sortmetal,1.485,183,,Forhjul,252.000,350.492,4,57,"11,2",4,9.100,495,"Chrysler PT Cruiser 2,2 CRD Limited",Manuel,,150,Hatchback,1.000,19.900,23-10-2006,5,"14,9",Diesel,5
2011,Koksmetal,1.578,188,,Forhjul,199.000,359.988,4,72,"11,6",6,3.880,502,"Peugeot 508 1,6 HDi 112 Active SW",Manuel,,112,Stationcar,1.100,62.900,30-09-2011,5,"20,8",Diesel,5
2019,Gråmetal,1.396,163,,Forhjul,33.000,169.432,4,53,12,4,2.180,974,"Peugeot Partner 1,5 BlueHDi 100 L2V2 Plus",Manuel,,100,Varevogn,1.000,114.900,08-02-2019,,"26,2",Diesel,5
2017,,2.050,160,,Baghjul,26.000,379.659,4,75,,1,10.640,1.450,"Mercedes Sprinter 316 2,2 CDi R2 Kassevogn",Manuel,,163,Varevogn,3.500,2.895,21-06-2018,5,"12,2",Diesel,6
2017,,2.050,160,,Baghjul,26.000,379.659,4,75,,1,10.640,1.450,"Mercedes Sprinter 316 2,2 CDi R2 Kassevogn",Manuel,,163,Varevogn,3.500,224.500,21-06-2018,5,"12,2",Diesel,6
2017,Mørkgrå,1.541,216,,Forhjul,206.000,451.998,4,66,"8,9",6,3.880,479,"VW Passat 2,0 TDi 150 Comfort+ Vari. DSG",Automatisk,,150,Stationcar,2.000,169.900,10-10-2016,5,"22,2",Diesel,6
2013,Koksmetal,1.380,211,,Forhjul,94.000,394.995,4,62,"9,1",6,3.020,675,"Mazda 6 2,2 Sky-D 150 Vision",Manuel,,150,Sedan,1.600,139.900,15-05-2013,4,"23,8",Diesel,6
2017,,3.300,148,,,68.000,,0,,,,,,"Renault Master 2,3 T33 L2H2  DCI  Van 6g",Manuel,BN23647,130,Van,,129.800,18-05-2017,2,"12,8",Diesel,6
2018,Sortmetal,2.070,234,,4x4,49.000,,6,75,"6,3",,5.540,695,"Audi Q7 3,0 TDi 272 quattro Tiptr. Van",Automatisk,,272,Varevogn,2.700,1.819,01-08-2017,5,"17,54",Diesel,8
2013,,1.693,181,,Forhjul,179.000,,4,60,"13,1",6,4.680,557,"Citroën Grand C4 Picasso 1,6 HDi 112 Seduction 7prs",Manuel,,112,MPV,880,79.900,16-07-2013,5,"19,2",Diesel,6
2018,Sølvmetal,1.292,190,,Forhjul,60.000,299.000,4,40,"10,5",8,1.220,688,"Volvo V40 2,0 D2 120 Kinetic",Manuel,,120,Hatchback,1.500,169.900,02-10-2017,5,"29,4",Diesel,6
2014,Rødmetal,1.275,208,,Forhjul,112.000,319.999,4,62,"9,5",6,1.280,660,"Mazda 6 2,0 Sky-G 145 Core Business",Manuel,,145,Sedan,1.300,119.900,01-01-2014,4,"18,2",Benzin,6
2008,Blåmetal,1.340,195,,Forhjul,116.000,261.448,4,55,"10,4",8,3.140,420,"Toyota Corolla 1,6 Luna",Manuel,,124,Sedan,1.300,74.900,26-03-2008,4,"14,5",Benzin,5
2020,,1.721,170,,Forhjul,0,221.395,4,70,"15,1",4,,1.379,"Opel Vivaro 2,0 D 122 Enjoy L2V2",Manuel,,122,Varevogn,2.500,1.839,,,"20,4",Diesel,6
2020,,,,,Forhjul,3.000,,,,,,,,"Ford Transit 350 L3 Kombi 2,0 TDCi 130 Ambiente H2 FWD",Manuel,,130,MPV,,320.820,09-09-2020,,"15,6",Diesel,6
2020,Sølvmetal,966,180,,Forhjul,5.000,164.911,4,37,"11,9",7,1.000,514,"Suzuki Swift 1,2 Hybrid Exclusive",Manuel,,90,Hatchback,1.000,149.900,20-03-2020,5,"26,8",Benzin,5
2012,Koksmetal,1.440,190,,Forhjul,189.000,308.286,4,60,"11,2",6,2.180,385,"Citroën C4 1,6 e-HDi 115 Exclusive E6G",Automatisk,,112,Hatchback,400,69.900,19-12-2012,5,"26,3",Diesel,6
2004,,1.250,181,,Forhjul,204.000,198.058,4,50,"12,6",6,3.140,525,"Mitsubishi Lancer 1,6 Comfort stc.",Manuel,,98,Stationcar,1.200,16.900,10-06-2004,5,"14,3",Benzin,5
2017,Sortmetal,1.845,218,,4x4,108.000,,4,65,"7,9",,4.680,595,"Audi Q5 2,0 TDi 190 Sport quattro S-tr Van",Automatisk,,190,Varevogn,2.400,1.718,24-12-2020,5,20,Diesel,7
2005,Sortmetal,1.567,198,,Forhjul,277.000,243.292,4,60,"10,2",8,,673,"VW Touran 2,0 TDi 140 Highline DSG Van",Automatisk,,140,MPV,1.500,14.900,10-11-2005,5,,Diesel,6
2016,Hvid,1.808,170,,Forhjul,111.000,215.188,4,70,,4,4.680,1.292,"Citroën Jumpy 2,0 BlueHDi 120 L2N1",Manuel,,120,Varevogn,2.500,99.900,17-11-2016,,"18,9",Diesel,6
2017,Rød,1.307,220,,Forhjul,39.000,318.000,4,46,"8,2",6,1.880,453,"Honda Civic 1,5 VTEC Turbo Sport+",Manuel,,182,Hatchback,,214.900,10-04-2017,5,"17,2",Benzin,6
1998,,,,07-08-2020,,42.000,,,,,,,,Renault Mégane,,,,Stor,,20.000,,,,Benzin,
2019,Koksmetal,1.322,183,,Forhjul,51.000,187.603,3,52,"12,5",6,1.080,533,"Ford Focus 1,0 EcoBoost Trend Edition",Manuel,,100,Hatchback,1.100,169.800,30-09-2019,5,"23,4",Benzin,6
2019,Koksmetal,1.322,183,,Forhjul,51.000,187.603,3,52,"12,5",6,1.080,533,"Ford Focus 1,0 EcoBoost Trend Edition",Manuel,,100,Hatchback,1.100,1.790,30-09-2019,5,"23,4",Benzin,6
2019,,1.721,170,,Forhjul,0,221.393,4,70,"15,1",4,,1.379,"Opel Vivaro 2,0 D 122 Enjoy L2V2",Manuel,,122,Varevogn,2.500,168.900,,,"20,4",Diesel,6
2018,Hvid,1.813,225,,Forhjul,93.000,453.172,4,50,"7,6",,920,437,"VW Passat 1,4 GTE Variant DSG",Automatisk,,218,Stationcar,1.600,299.900,12-10-2017,5,"32,3",Benzin,6
2014,,1.565,219,,Baghjul,214.000,,4,66,"8,3",7,4.680,640,"Mercedes C220 2,2 CDi Avantgarde stc. aut. BE",Automatisk,,170,Stationcar,1.800,159.900,12-02-2014,5,"19,2",Diesel,7
2017,Sølvmetal,1.515,231,,Baghjul,93.000,606.018,4,57,"7,3",6,2.180,565,"BMW 420d 2,0 Gran Coupé aut.",Automatisk,,190,Hatchback,1.600,2.995,01-09-2016,5,25,Diesel,8
2017,Sølvmetal,1.515,231,,Baghjul,93.000,606.018,4,57,"7,3",6,2.180,565,"BMW 420d 2,0 Gran Coupé aut.",Automatisk,,190,Hatchback,1.600,280.000,01-09-2016,5,25,Diesel,8
2018,Hvid,1.605,174,,Forhjul,22.000,212.844,4,60,"12,7",7,3.020,495,"Ford Kuga 1,5 TDCi 120 Trend+ Van",Manuel,,120,Varevogn,1.800,187.900,23-03-2018,5,"22,7",Diesel,6
2021,Blåmetal,2.210,180,,4x4,0,348.369,4,73,"11,2",6,,825,"Nissan Navara 2,3 dCi 190 Db.Kab N-Guard aut.",Automatisk,,190,4x4,3.500,286.990,,4,"14,9",Diesel,7
2016,Sortmetal,1.710,226,,Baghjul,84.000,,4,70,8,6,4.680,675,"BMW 520d 2,0 Touring Luxury Line aut.",Automatisk,,190,Stationcar,2.000,359.900,24-10-2016,5,"20,4",Diesel,8
2016,Gråmetal,,250,,4x4,59.000,1.001.107,,,"4,4",8,,,Tesla Model S 90D,Automatisk,,,Hatchback,,529.900,30-11-2016,5,,El,1
2018,,1.680,235,,Baghjul,85.000,,4,66,"7,7",7,5.180,770,"Mercedes E220 d 2,0 AMG Line stc. aut.",Automatisk,,194,Stationcar,2.100,2.989,16-11-2017,5,"19,6",Diesel,9
2018,Hvid,1.605,174,,Forhjul,22.000,212.844,4,60,"12,7",7,3.020,495,"Ford Kuga 1,5 TDCi 120 Trend+ Van",Manuel,,120,Varevogn,1.800,149.900,23-03-2018,5,"22,7",Diesel,6
2011,Sortmetal,1.045,195,,Forhjul,124.000,230.754,4,42,"8,7",7,1.880,505,"Ford Fiesta 1,6 Ti-VCT Sport Street Edition",Manuel,,134,Hatchback,900,69.900,26-09-2011,3,"16,9",Benzin,5
2020,Hvidmetal,1.265,220,,Forhjul,6.000,265.917,4,50,"8,2",7,1.160,494,"Skoda Scala 1,5 TSi 150 Style DSG",Automatisk,,150,Hatchback,,299.800,20-05-2020,5,22,Benzin,7
2019,,1.405,188,,Forhjul,24.000,336.010,4,53,"10,4",7,3.260,615,"Citroën C5 Aircross 1,5 BlueHDi 130 Platinum EAT8",Automatisk,,130,SUV,1.450,309.800,31-05-2019,5,"26,8",Diesel,8
2020,Sortmetal,1.751,200,,Forhjul,6.000,306.008,4,,"9,2",7,820,569,"Ford Kuga 2,5 PHEV ST-Line X CVT",Automatisk,,225,SUV,1.200,349.800,06-06-2020,5,"37,5",Benzin,1
2017,Mørkblå,1.458,213,,Forhjul,170.000,332.890,4,50,"8,7",9,3.020,563,"Skoda Octavia 2,0 TDi 150 Style Combi DSG",Automatisk,,150,Stationcar,1.600,179.900,03-10-2016,5,"22,7",Diesel,6
2006,Gråmetal,1.520,210,,Forhjul,493.000,644.176,4,75,"10,2",4,6.200,590,"Saab 9-5 2,0 T Vector Estate",Manuel,,150,Stationcar,1.800,17.900,24-02-2006,5,"10,9",Benzin,5
2011,Brunmetal,1.705,230,,Forhjul,225.000,727.264,6,65,"7,4",6,4.680,620,"Audi A6 3,0 TDi 204 Avant Multitr.",Automatisk,,204,Stationcar,1.800,214.900,21-12-2011,5,"19,2",Diesel,8
2006,Sort,1.295,181,,Forhjul,109.000,154.054,4,55,"12,8",6,3.890,730,"Seat Altea 1,6 Stylance Van",Manuel,,102,MPV,1.200,29.900,27-10-2006,5,"10,7",Benzin,5
2005,Koksmetal,1.925,190,,Forhjul,297.000,328.685,4,83,11,4,7.320,700,"Renault Espace 2,2 dCi Dynamique aut.",Automatisk,,150,Varevogn,2.000,8.900,24-10-2005,5,"9,1",Diesel,5
2018,Hvidmetal,1.164,193,,Forhjul,44.000,200.602,3,40,"9,5",6,1.160,416,"Seat Ibiza 1,0 TSi 115 FR DSG",Automatisk,,115,Hatchback,1.100,189.900,20-03-2018,5,"21,3",Benzin,7
2010,Sort,935,155,,Forhjul,158.000,142.993,4,35,"18,5",4,1.880,495,Hyundai i10 Comfort aut.,Automatisk,,78,Hatchback,700,38.900,05-02-2010,5,"16,9",Benzin,4
2018,Gråmetal,1.178,199,,Forhjul,16.000,191.517,3,45,"9,9",6,1.160,455,"Skoda Fabia 1,0 TSi 110 Ambition Combi DSG",Automatisk,,110,Stationcar,1.100,169.700,22-12-2017,5,"21,7",Benzin,7
2015,Koksmetal,1.995,250,,4x4,151.000,,6,75,"5,1",8,8.100,535,"Audi SQ5 3,0 TDi 313 quattro Tiptr. Van",Automatisk,,313,Varevogn,2.400,329.900,18-02-2015,5,"14,7",Diesel,8
2010,Hvid,1.214,190,,Forhjul,278.000,190.417,4,55,"11,3",7,3.020,696,"VW Golf VI 1,6 TDi 105 Comfortline BMT Van",Manuel,,105,Hatchback,1.400,29.800,16-06-2010,5,"24,4",Diesel,5
2015,Hvid,2.465,145,,Baghjul,101.000,,4,,,,10.640,1.035,"Opel Movano 2,3 CDTi 136 Mandskabsv. m/lad RWD",Manuel,,136,Varevogn,3.500,99.888,09-06-2015,4,"12,2",Diesel,6
2015,Koksmetal,1.995,250,,4x4,151.000,,6,75,"5,1",8,8.100,535,"Audi SQ5 3,0 TDi 313 quattro Tiptr. Van",Automatisk,,313,Varevogn,2.400,264.900,18-02-2015,5,"14,7",Diesel,8
1990,,,,,,250.000,,,,,,,,"Mercedes 200 E 2,0",Manuel,,,,,29.900,,,,Benzin,
2018,Brunmetal,1.372,221,,Forhjul,58.000,325.001,4,62,"9,2",8,3.020,718,"Opel Insignia 1,5 T 165 Dynamic ST",Manuel,,165,Stationcar,1.405,229.900,29-12-2017,5,"16,4",Benzin,6
2003,Sølvmetal,1.200,150,,Forhjul,235.000,172.988,4,55,"17,5",2,3.740,575,Citroën Berlingo Multispace,Manuel,,75,MPV,900,22.900,01-10-2003,5,"13,3",Benzin,5
2010,,1.418,172,,Forhjul,214.000,199.995,4,53,14,6,3.020,402,"Hyundai i30 1,6 CRDi 90 Classic+",Manuel,,90,Hatchback,1.400,34.900,15-09-2010,5,"23,3",Diesel,6
2016,Hvid,1.395,190,,Forhjul,145.000,363.900,4,50,"11,6",7,2.180,590,"Mercedes B180 d 1,5",Manuel,,109,MPV,1.200,109.900,14-10-2016,5,25,Diesel,6
2015,Koksmetal,1.634,210,,Forhjul,194.000,672.470,4,70,"8,5",6,3.880,696,"Volvo XC60 2,0 D4 181 Momentum aut.",Automatisk,,181,SUV,1.600,269.900,20-02-2015,5,"21,3",Diesel,8
2016,Sort,1.850,195,01-02-2020,,45.000,,4,,,,,,"Toyota Auris 1,2 Touring Sports  T T2 Comfort  Stc 6g",Manuel,BA41401,116,Stationcar,,163.987,16-02-2016,4,"20,8",Benzin,6
2017,Gråmetal,1.565,250,,Baghjul,56.000,,4,66,6,7,3.640,480,"Mercedes C300 2,0 AMG Line Coupé aut.",Automatisk,,245,Coupe,1.800,509.800,28-09-2017,2,"14,7",Benzin,8
2017,Gråmetal,1.565,250,,Baghjul,56.000,,4,66,6,7,3.640,480,"Mercedes C300 2,0 AMG Line Coupé aut.",Automatisk,,245,Coupe,1.800,2.495,28-09-2017,2,"14,7",Benzin,8
1997,,,,,,300.000,,,,,,,,"VW Caravelle 2,5",,AW,101,MPV,,39.900,,,,Diesel,
2016,Sortmetal,1.464,240,,Forhjul,147.000,513.673,4,70,"7,9",7,3.740,766,"Ford Mondeo 2,0 SCTi 240 Titanium aut.",Automatisk,,240,Hatchback,1.800,224.900,29-02-2016,5,"13,7",Benzin,6
2016,Hvid,1.335,190,,Forhjul,145.000,249.634,4,50,"11,6",7,2.180,650,"Mercedes B180 d 1,5 Van",Manuel,,109,Varevogn,1.200,89.900,14-10-2016,5,25,Diesel,6
2014,Koksmetal,1.199,172,,Forhjul,147.000,188.491,4,45,"12,7",6,1.220,436,"Opel Corsa 1,3 CDTi 95 Cosmo eco",Manuel,,95,Hatchback,500,62.900,15-12-2014,5,"30,3",Diesel,5
2015,,1.055,184,,Forhjul,290.000,203.138,4,50,"11,4",6,1.220,550,"Citroën C4 Cactus 1,6 e-HDi 92 Feel ETG6",Automatisk,,92,Hatchback,865,89.900,29-04-2015,5,"28,6",Diesel,6
2009,Brun,1.429,232,,Forhjul,97.000,570.501,4,70,"7,8",8,4.960,641,"VW Passat CC 2,0 TSi DSG",Automatisk,,200,Coupe,1.600,138.900,20-01-2010,4,"11,8",Benzin,6
2014,Sortmetal,1.008,155,,Forhjul,79.000,124.997,3,40,"14,9",6,660,412,"Hyundai i10 1,0 Style",Manuel,,66,Hatchback,,57.900,08-12-2014,5,"21,3",Benzin,5
2007,Koksmetal,1.450,205,,Forhjul,141.000,384.274,4,65,"9,9",6,5.580,575,Honda Accord Sport Tourer,Manuel,,155,Stationcar,1.500,59.900,15-02-2007,5,"11,6",Benzin,5
2016,Sølvmetal,1.277,212,,Forhjul,98.000,298.000,4,50,"8,5",9,1.280,570,"Skoda Octavia 1,4 TSi 150 Style Combi",Manuel,,150,Stationcar,1.500,189.800,15-06-2016,5,"19,6",Benzin,6
2018,Brunmetal,1.385,181,,Forhjul,31.000,289.007,4,55,"12,3",6,3.260,615,"Nissan Qashqai 1,5 dCi 115 N-Connecta",Manuel,,115,SUV,1.350,239.800,13-02-2019,5,"26,2",Diesel,6
2010,,1.103,165,,Forhjul,195.000,129.996,4,45,"12,9",6,1.280,412,Hyundai i20 Classic,Manuel,,78,Hatchback,850,29.800,14-06-2010,5,"19,2",Benzin,5
2015,Mørkblåmetal,1.601,208,,Forhjul,133.000,280.550,4,60,10,7,4.680,659,"Ford Mondeo 2,0 TDCi 150 Trend stc. aut. Van",Automatisk,,150,Stationcar,2.000,89.900,04-10-2015,5,"20,4",Diesel,6
2015,Mørkblåmetal,1.601,208,,Forhjul,133.000,280.550,4,60,10,7,4.680,659,"Ford Mondeo 2,0 TDCi 150 Trend stc. aut. Van",Automatisk,,150,Stationcar,2.000,1.700,04-10-2015,5,"20,4",Diesel,6
2017,Rødmetal,1.042,188,,Forhjul,60.000,149.999,3,45,"10,7",6,660,558,"Kia Rio 1,0 T-GDi Vision",Manuel,,100,Hatchback,1.000,104.000,21-06-2017,5,"24,4",Benzin,5
2016,Hvid,1.117,178,,Forhjul,108.000,119.325,4,40,"12,9",7,1.220,448,"Ford Fiesta 1,5 TDCi 95 Trend ECO Van",Manuel,,95,Hatchback,,62.900,13-09-2016,5,"31,3",Diesel,5
2012,Sølvmetal,1.145,177,,Forhjul,139.000,186.490,4,40,"12,3",6,2.180,490,"Opel Corsa 1,3 CDTi 95 Cosmo eco",Manuel,,95,Hatchback,500,39.700,19-04-2012,5,"27,8",Diesel,5
2016,Hvid,1.117,178,,Forhjul,108.000,119.325,4,40,"12,9",7,1.220,448,"Ford Fiesta 1,5 TDCi 95 Trend ECO Van",Manuel,,95,Hatchback,,49.900,13-09-2016,5,"31,3",Diesel,5
2013,Sølvmetal,1.424,192,,Forhjul,161.000,381.001,4,60,"12,5",6,3.020,663,"Skoda Superb 1,6 TDi 105 Elegance GreenLine",Manuel,,105,Hatchback,1.500,109.900,07-05-2013,5,"22,7",Diesel,5
2015,Hvid,880,157,,Forhjul,48.000,,3,35,14,6,660,360,"Toyota Aygo 1,0 VVT-i x-play Touch",Manuel,,69,Hatchback,,74.900,23-05-2016,5,"26,3",Benzin,5
2010,Koksmetal,1.505,234,,Forhjul,55.000,615.154,4,64,"7,4",6,3.740,555,"Audi A5 2,0 TFSi 211 SB Multitr.",Automatisk,,211,Hatchback,1.500,169.900,13-07-2010,5,"13,9",Benzin,2
2012,Sølvmetal,1.670,235,,Forhjul,205.000,915.484,6,65,"7,4",6,4.680,100,"Audi A7 3,0 TDi 204 SB Multitr.",Automatisk,,204,Hatchback,1.800,269.900,28-03-2012,5,"19,6",Diesel,8
2015,Sølvmetal,1.290,184,,Forhjul,160.000,173.190,4,53,"11,3",6,3.020,625,"Ford C-MAX 1,6 TDCi 115 Edition Van",Manuel,,115,Varevogn,1.200,55.900,03-11-2014,5,"23,8",Diesel,6
2007,Sølvmetal,1.345,220,,Forhjul,185.000,360.870,4,55,"8,2",6,3.740,560,"Audi A3 1,8 TFSi Attraction SB",Manuel,,160,Hatchback,,64.900,01-10-2007,5,"13,5",Benzin,6
2015,Sølvmetal,1.290,184,,Forhjul,160.000,173.190,4,53,"11,3",6,3.020,625,"Ford C-MAX 1,6 TDCi 115 Edition Van",Manuel,,115,Varevogn,1.200,44.900,03-11-2014,5,"23,8",Diesel,6
2014,Koksmetal,1.065,180,,Forhjul,224.000,216.497,4,45,"11,5",8,2.180,515,"VW Polo 1,6 TDi 90 Comfortline BMT",Manuel,,90,Hatchback,1.200,54.900,15-08-2013,5,27,Diesel,5
2014,Sort,1.036,168,,Forhjul,109.000,142.593,3,41,"13,7",6,660,474,"Nissan Note 1,2 Visia",Manuel,,80,Hatchback,430,64.900,17-07-2014,5,"21,3",Benzin,5
2015,Sølvmetal,1.290,184,,Forhjul,133.000,173.190,4,53,"11,3",6,3.020,625,"Ford C-MAX 1,6 TDCi 115 Edition Van",Manuel,,115,Varevogn,1.200,74.900,03-11-2014,5,"23,8",Diesel,6
2008,Sortmetal,1.005,170,,Forhjul,168.000,119.994,4,45,"12,8",4,1.280,498,"Chevrolet Aveo 1,2 Base",Manuel,,84,Hatchback,1.000,17.900,11-09-2008,3,"18,2",Benzin,5
2015,Sølvmetal,1.290,184,,Forhjul,133.000,173.190,4,53,"11,3",6,3.020,625,"Ford C-MAX 1,6 TDCi 115 Edition Van",Manuel,,115,Varevogn,1.200,59.900,03-11-2014,5,"23,8",Diesel,6
2011,Koksmetal,1.360,180,,Forhjul,157.000,277.401,4,60,"12,4",6,4.680,584,"Renault Scenic III 1,5 dCi 110 Expression",Manuel,,110,Hatchback,1.300,49.700,27-01-2011,5,"19,2",Diesel,6
2010,Mørkblåmetal,1.513,207,,Forhjul,197.000,384.676,4,70,"11,1",8,4.680,627,"Opel Insignia 2,0 CDTi 130 Edition",Manuel,,130,Hatchback,1.600,54.900,02-06-2010,5,"19,2",Diesel,6
2017,Grå,3.000,,,Forhjul,80.000,313.579,4,,,2,8.100,,"VW Transporter 2,0 TDi 150 Db.Kab m/lad",Manuel,,150,Varevogn,,144.800,14-09-2016,4,"14,7",Diesel,6
2019,Hvid,2.050,160,,Forhjul,24.000,317.038,4,,,2,6.380,1.450,"Peugeot Boxer 435 2,2 BlueHDi 165 L4H3 Ultimate",Manuel,,165,Varevogn,3.000,204.800,02-10-2018,,"16,7",Diesel,6
2009,Sortmetal,1.000,166,,Forhjul,182.000,144.990,4,50,"13,8",4,3.020,475,"Peugeot 206+ 1,4 HDi 70 Comfort",Manuel,,70,Hatchback,900,22.500,14-05-2009,5,"23,8",Diesel,5
2019,Sort,840,162,,Forhjul,42.000,86.012,3,35,"14,4",4,1.000,450,"Skoda Citigo 1,0 MPi 60 Fresh",Manuel,,60,Hatchback,,79.900,15-03-2019,5,"26,2",Benzin,5
2016,Bordeauxmetal,1.740,200,,Forhjul,65.000,,4,70,"9,9",,2.520,710,"Ford S-MAX 1,5 SCTi 160 Titanium 7prs",Manuel,,160,MPV,1.600,249.500,04-07-2016,5,"15,4",Benzin,6
2020,Sølvmetal,1.041,185,,Forhjul,11.000,176.915,3,45,"10,9",6,1.080,555,"Skoda Fabia 1,0 TSi 95 Style Combi",Manuel,,95,Stationcar,1.000,164.900,29-08-2019,5,"24,4",Benzin,5
2015,,2.100,250,,4x4,80.000,689.100,,,"4,4",8,660,490,Tesla Model S 85D,Automatisk,,,Hatchback,,445.000,29-12-2015,5,"44,3",El,1
2016,Sølvmetal,,,,Forhjul,90.000,169.284,,,,2,3.020,,"Mercedes Citan 109 1,5 CDi Kassevogn L",Manuel,,90,Varevogn,,65.000,04-10-2016,,"23,8",Diesel,5
2016,Blåmetal,1.370,200,,Forhjul,186.000,,4,66,"10,2",6,2.180,650,"VW Passat 1,6 TDi 120 Business Variant",Manuel,,120,Stationcar,1.500,169.700,22-10-2015,5,25,Diesel,6
2016,Hvidmetal,1.596,206,,Forhjul,97.000,404.988,4,53,"9,6",6,3.020,454,"Peugeot 3008 2,0 BlueHDi 150 Allure",Manuel,,150,SUV,2.000,234.900,02-12-2016,5,"22,7",Diesel,6
2017,Hvid,1.335,190,,Forhjul,145.000,249.736,4,50,"11,6",7,2.180,650,"Mercedes B180 d 1,5 Van",Manuel,,109,Varevogn,1.200,109.900,14-10-2016,5,25,Diesel,6
2008,,1.560,180,,4x4,123.000,292.253,4,60,"10,5",6,6.350,630,"Toyota RAV4 2,2 D-4D 136 Plus 4x4",Manuel,,136,Varevogn,2.000,68.500,26-03-2008,5,"15,15",Diesel,6
2019,Koksmetal,1.315,198,,Forhjul,27.000,361.209,4,55,"9,9",6,1.780,570,"Nissan Qashqai 1,3 Dig-T 160 Tekna+ DCT",Automatisk,,160,SUV,1.500,299.900,13-03-2019,5,19,Benzin,7
2013,,1.020,185,,Forhjul,90.000,179.992,4,38,"11,5",6,1.280,460,"Opel Adam 1,4 100 Slam",Manuel,,100,Hatchback,,79.900,17-04-2013,3,"19,6",Benzin,5
2010,Gråmetal,840,160,,Forhjul,70.000,168.992,4,35,"12,9",7,660,465,"Fiat 500 1,2 Lounge",Manuel,,69,Hatchback,800,49.900,30-07-2010,3,"20,8",Benzin,5
2008,,1.470,218,,Forhjul,275.000,454.216,4,65,"8,9",6,3.740,580,"Audi A4 1,8 TFSi 160 Avant",Manuel,,160,Stationcar,1.300,67.900,19-08-2008,5,"13,9",Benzin,6
1998,Grønmetal,1.175,195,,Forhjul,262.000,194.993,4,60,"11,3",4,4.360,550,"Toyota Avensis 1,6 Terra",Manuel,,110,Sedan,1.300,12.900,20-03-1998,4,13,Benzin,5
2020,Gråmetal,1.285,230,,Forhjul,13.000,,4,43,"8,1",7,1.160,630,"Mercedes A200 1,3 AMG Line aut.",Automatisk,,163,Sedan,1.600,379.700,16-10-2019,4,"20,4",Benzin,7
2014,Rød,1.250,183,,Forhjul,173.000,,4,55,"11,3",6,1.880,610,"Nissan Qashqai 1,2 Dig-T 115 Acenta Connect",Manuel,,115,SUV,1.200,109.900,04-09-2014,5,"17,9",Benzin,6
2014,Gråmetal,1.560,241,,Baghjul,116.000,,4,66,"6,9",7,3.880,675,"Mercedes C250 2,2 BlueTEC Avantgarde stc. aut.",Automatisk,,204,Stationcar,1.800,2.495,01-12-2014,5,"22,2",Diesel,7
2007,Koksmetal,2.044,190,,4x4,298.000,549.438,5,68,"11,5",6,7.320,706,"Volvo XC90 2,4 D5 185 Summum aut. AWD Van",Automatisk,,185,Varevogn,,74.800,18-04-2007,5,"8,9",Diesel,6
2017,Hvid,1.680,240,,Baghjul,113.000,,4,50,"7,3",7,2.180,640,"Mercedes E220 d 2,0 Avantgarde aut.",Automatisk,,194,Sedan,2.100,388.800,11-08-2016,4,"25,6",Diesel,9
2019,Hvid,1.320,170,,Forhjul,20.000,147.584,4,53,"11,5",4,2.180,650,"Peugeot Partner 1,5 BlueHDi 100 L1V1 Plus",Manuel,,100,Varevogn,1.350,1.800,04-11-2019,,"26,8",Diesel,5
2019,Hvid,1.320,170,,Forhjul,20.000,147.584,4,53,"11,5",4,2.180,650,"Peugeot Partner 1,5 BlueHDi 100 L1V1 Plus",Manuel,,100,Varevogn,1.350,1.800,04-11-2019,,"26,8",Diesel,5
2019,Hvid,1.320,170,,Forhjul,20.000,147.584,4,53,"11,5",4,2.180,650,"Peugeot Partner 1,5 BlueHDi 100 L1V1 Plus",Manuel,,100,Varevogn,1.350,94.900,04-11-2019,,"26,8",Diesel,5
2014,Metal,1.061,178,,Forhjul,148.000,,4,45,"11,8",6,1.280,530,"Skoda Fabia 1,2 TSi 86 Fresh Combi",Manuel,,86,Stationcar,1.000,79.666,27-06-2014,5,"19,2",Benzin,5
2015,Gråmetal,2.045,230,,4x4,107.000,716.127,6,85,"6,9",6,6.380,735,"BMW X5 3,0 xDrive30d aut. Van",Automatisk,,258,Varevogn,3.500,429.900,22-06-2015,5,"16,9",Diesel,8
